NUPATRIMONIO	SITUACAO	MARCA	CDLOCAL	MODELO	COR	DTAQUISICAO	DEHISTORICO	CDMATRFUNCIONARIO	CDPROJETO	USUARIO	DTOPERACAO	NUMOF	CODOBJETO	FLCONFERIDO
298	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
299	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
300	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
301	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
302	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
303	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
304	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
305	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
306	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
307	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
308	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
309	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
310	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
311	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
312	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
313	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
314	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
315	EM USO		2034			11/12/2011		133838	8	BEA.SC	16/10/2025	<null>	<null>	N
316	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
317	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
318	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
319	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
320	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
321	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
322	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
323	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
324	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
325	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
326	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
327	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
328	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
329	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
330	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
331	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
332	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
333	EM USO		1998			08/05/2025		133838	379	BEA.SC	04/08/2025	51284	115	N
334	BAIXA	LAVOR	1642			<null>	110V	185895	999915	TIAGOP	14/10/2025	44136	692	N
335	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
336	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
337	Á DISPOSIÇÃO		2059			11/12/2011	SALA COMERCIAL	133838	8	BEA.SC	02/12/2025	<null>	<null>	S
338	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
339	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
340	Á DISPOSIÇÃO		2059			11/12/2011	SALA COMERCIAL	133838	8	BEA.SC	02/12/2025	<null>	1017	S
341	Á DISPOSIÇÃO		2059			11/12/2011	SALA COMERCIAL	133838	8	BEA.SC	02/12/2025	<null>	<null>	S
342	Á DISPOSIÇÃO		2059	BASE DE METAL TAMPO DE MADEIRA		11/12/2011	SALA COMERCIAL	133838	8	BEA.SC	02/12/2025	<null>	<null>	S
343	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
344	Á DISPOSIÇÃO		2059			<null>	SALA COMERCIAL	133838	8	BEA.SC	02/12/2025	44136	412	S
345	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
346	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
347	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
348	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
349	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
350	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
351	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
352	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
353	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
354	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
355	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
356	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
357	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
358	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
359	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
360	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
361	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
362	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
363	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
364	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
365	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
366	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
367	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
368	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
369	Á DISPOSIÇÃO		2059			11/12/2011	SALA COMERCIAL	133838	8	BEA.SC	02/12/2025	<null>	<null>	S
370	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
371	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
372	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
373	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
374	Á DISPOSIÇÃO		2059			11/12/2011	SALA COMERCIAL	133838	8	BEA.SC	02/12/2025	<null>	<null>	S
375	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
376	Á DISPOSIÇÃO		2032			11/12/2011		133838	8	BEA.SC	15/10/2025	<null>	<null>	N
377	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
378	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
379	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
380	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
381	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
382	EM USO		1			11/12/2011	AUDITÓRIO	133838	8	RYAN	02/10/2024	44136	425	N
383	EM USO		1965			11/12/2011	COPA 1	133838	8	BEA.SC	21/10/2025	44136	425	N
384	EM USO		1965			11/12/2011	COPA 1	133838	8	BEA.SC	21/10/2025	44136	425	N
385	EM USO		1965			11/12/2011	COPA 1	133838	8	BEA.SC	21/10/2025	44136	425	N
386	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
387	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
388	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
389	Á DISPOSIÇÃO	ELETROLUX	1			<null>	CONFIRMAR VOLTAGEM	133838	100001	RYAN	15/08/2024	44136	5	N
390	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
391	EM USO		1965			<null>	COPA 1	133838	8	BEA.SC	21/10/2025	44136	461	N
392	EM USO		1965			<null>	COPA 1	133838	8	BEA.SC	21/10/2025	44136	461	N
393	EM USO		1965			<null>	COPA 1	133838	8	BEA.SC	21/10/2025	44136	459	N
394	EM USO		1965			<null>	COPA 1	133838	8	BEA.SC	21/10/2025	44136	459	N
395	EM USO		1965			<null>	COPA 1	133838	8	BEA.SC	21/10/2025	44136	459	N
396	EM USO		1965			<null>	COPA 1	133838	8	BEA.SC	21/10/2025	44136	459	N
397	EM USO		1965			11/12/2011	COPA 1	133838	8	BEA.SC	21/10/2025	44136	<null>	N
398	EM USO		1			11/12/2011	AUDITÓRIO	133838	8	RYAN	18/07/2024	44136	<null>	N
399	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
400	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
401	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
402	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
403	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
404	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
405	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
406	BAIXA		1642			11/12/2011		185895	999915	TIAGOP	12/11/2025	44136	389	N
407	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
408	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
409	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
410	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
411	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
412	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
413	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
414	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
415	EM USO		1431			11/12/2011	OPERACIONAL	133838	200	RYAN	30/07/2024	45608	321	N
416	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
417	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
418	Á DISPOSIÇÃO	VONDER	1			<null>	110V	133838	100001	RYAN	15/08/2024	44136	19	N
419	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
420	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
421	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
422	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
423	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
424	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
425	EM USO		1431			11/12/2011	SALA DE MATERIAIS	133838	200	RYAN	24/09/2024	45608	600	N
426	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
427	EM USO		1431			11/12/2011		133838	200	RYAN	31/07/2024	45608	<null>	N
428	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
429	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
430	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
431	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
432	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
433	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
434	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
438	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
439	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
440	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
441	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
442	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
443	EM USO		2026			<null>	127V	185895	736	BEA.SC	01/10/2025	<null>	66	N
444	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
445	Á DISPOSIÇÃO	ELECTROLUX	1			<null>	220V	133838	100001	RYAN	15/08/2024	44136	377	N
446	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
447	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
448	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
449	Á DISPOSIÇÃO		1431			11/12/2011	SALA DE MATERIAIS	133838	200	RYAN	24/09/2024	45608	<null>	N
450	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
451	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
452	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
453	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
454	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
455	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
456	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
457	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
458	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
459	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
460	EM USO		1431			11/12/2011	COZINHA	133838	200	RYAN	31/07/2024	45608	622	N
461	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
462	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
463	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
464	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
465	EM USO		1431			11/12/2011	DEPARTAMENTO PESSOAL	133838	200	RYAN	31/07/2024	45608	600	N
466	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
467	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
468	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
469	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
470	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
471	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
472	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
473	EM USO	PEGASUS	1431			11/12/2011	OPERACIONAL	133838	200	RYAN	30/07/2024	45608	605	N
474	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
475	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
476	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
477	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
478	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
479	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
480	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
481	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
482	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
483	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
484	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
485	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
486	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
487	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
488	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
489	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
490	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
491	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
492	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
493	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
494	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
495	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
496	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
497	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
498	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
499	EM USO		1431			11/12/2011	SALA DE REUNIÃO	133838	200	RYAN	01/08/2024	45608	<null>	N
500	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
501	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
502	EM USO		1431			11/12/2011	DEPARTAMENTO PESSOAL	133838	200	RYAN	31/07/2024	45608	321	N
503	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
504	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
505	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
506	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
507	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
508	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
509	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
510	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
511	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
512	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
513	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
514	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
515	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
516	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
517	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
518	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
519	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
520	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
521	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
522	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
523	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
524	Á DISPOSIÇÃO		2059			11/12/2011	SALA COMERCIAL	133838	8	BEA.SC	02/12/2025	<null>	1263	S
525	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
526	EM USO		1431			11/12/2011	SALA DE REUNIÃO + RECEPÇÃO	133838	200	RYAN	01/08/2024	45608	474	N
527	EM USO		1431			11/12/2011	RECEPÇÃO	133838	200	RYAN	01/08/2024	45608	474	N
528	EM USO		1431			11/12/2011	SALA DE REUNIÃO + RECEPÇÃO	133838	200	RYAN	01/08/2024	45608	474	N
529	EM USO		1431			11/12/2011	SALA DE REUNIÃO + RECEPÇÃO	133838	200	RYAN	01/08/2024	45608	474	N
530	EM USO		1431			11/12/2011	OPERACIONAL	133838	200	RYAN	30/07/2024	45608	348	N
531	EM USO		1431			11/12/2011	COZINHA	133838	200	RYAN	31/07/2024	45608	622	N
532	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
533	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
534	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
535	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
536	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
537	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
538	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
539	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
540	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
541	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
542	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
543	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
544	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
545	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
546	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
547	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
548	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
549	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
550	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
551	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
552	EM USO		1976	INDUSTRIAL		<null>		133838	917	BEA.SC	05/09/2025	<null>	<null>	N
553	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
554	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
555	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
556	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
557	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
558	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
559	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
560	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
561	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
562	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
563	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
564	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
565	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
566	Á DISPOSIÇÃO	CLEANER	1696			<null>	PATRIMÔNIO PROVISÓRIO, COLAR NOVA PLACA	133838	8	RYAN	28/03/2202	<null>	<null>	N
567	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
568	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
569	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
570	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
571	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
572	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
573	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
574	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
575	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
576	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
577	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
578	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
579	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
580	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
581	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
582	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
583	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
584	EM USO		1431			11/12/2011	VESTIÁRIO	133838	200	RYAN	31/07/2024	45608	321	N
585	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
586	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
587	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
588	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
589	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
590	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
591	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
592	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
593	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
594	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
595	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
596	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
597	EM USO		1			11/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
